id,Title,paragraphs,Date,link
115,"G.R. No. 212878, February 01, 2016 - MARLOW NAVIGATION PHILS., INC., MARLOW NAVIGATION CO., LTD., W. BOCKSTLEGEL REEDEREI (GERMANY), ORLANDO D. ALIDIO AND ANTONIO GALVEZ, JR., Petitioners, v. WILFREDO L. CABATAY, Respondent.",,February 01 2016,
116,"G.R. No. 213910, February 03, 2016 - VINSON* D. YOUNG A.K.A. BENZON ONG AND BENNY YOUNG A.K.A. BENNY ONG, Petitioners, v. PEOPLE OF THE PHILIPPINES, AS REPRESENTED BY THE OFFICE OF THE SOLICITOR GENERAL, Respondent.",,February 03 2016,
117,"G.R. No. 198994, February 03, 2016 - IRIS MORALES, Petitioners, v. ANA MARIA OLONDRIZ, ALFONSO JUAN OLONDRIZ, JR., ALEJANDRO MORENO OLONDRIZ, ISABEL ROSA OLONDRIZ AND FRANCISCO JAVIER MARIA OLONDRIZ, Respondent.",,February 03 2016,
118,"G.R. No. 181186, February 03, 2016 - SIGUION REYNA MONTECILLO AND ONGSIAKO LAW OFFICES, Petitioners, v. HON. NORMA CHIONLO-SIA, IN HER CAPACITY AS PRESIDING JUDGE OF BRANCH 56 OF THE REGIONAL TRIAL COURT OF LUCENA CITY, AND THE TESTATE ESTATE OF DECEASED SUSANO RODRIGUEZ, REPRESENTED BY THE SPECIAL ADMINISTRATRIX, Respondents.",,February 03 2016,
119,"A.M. No. RTJ-13-2361 [Formerly OCA IPI No. 13-4144-RTJ], February 02, 2016 - OFFICE OF THE COURT ADMINISTRATOR, Complainant, v. PRESIDING JUDGE JOSEPH CEDRICK O. RUIZ, REGIONAL TRIAL COURT, BRANCH 61, MAKATI CITY, Respondent.",,February 02 2016,
120,"OCA I.P.I. No. 13-4148-P, February 10, 2016 - SPS. JOSE AND MELINDA CAILIPAN, Complainants, v. LORENZO O. CASTAÑEDA, SHERIFF IV, REGIONAL TRIAL COURT, BRANCH 96, QUEZON CITY, Respondents",,February 10 2016,
121,"G.R. No. 205814, February 15, 2016 - SPOUSES ALFREDO TEAÑO* AND VERONICA TEAÑO, Petitioners, v. THE MUNICIPALITY OF NAVOTAS, REPRESENTED BY MAYOR TOBIAS REYNALD M. TIANGCO, AND MUNICIPAL TREASURER MANUEL T. ENRIQUEZ, Respondents.",,February 15 2016,
122,"G.R. No. 195145, February 10, 2016 - MANILA ELECTRIC COMPANY, Petitioner, v. SPOUSES SULPICIO AND PATRICIA RAMOS, Respondents.",,February 10 2016,
123,"G.R. No. 192075, February 10, 2016 - ROBERTO PALO Y DE GULA, Petitioner, v. PEOPLE OF THE PHILIPPINES, Respondent.",,February 10 2016,
124,"G.R. No. 194548, February 10, 2016 - JUANA VDA. DE ROJALES, SUBSTITUTED BY HER HEIRS, REPRESENTED BY CELERINA ROJALES-SEVILLA, Petitioner, v. MARCELINO DIME, SUBSTITUTED BY HIS HEIRS, REPRESENTED BY BONIFACIA MANIBAY, Respondent.",,February 10 2016,
125,"G.R. No. 218396, February 10, 2016 - PEOPLE OF THE PHILIPPINES, Plaintiff-Appellee, v. NESTOR ROXAS Y CASTRO, Accused-Appellant.",,February 10 2016,
126,"G.R. No. 208343, February 03, 2016 - SPOUSES CEFERINO C. LAUS AND MONINA P. LAUS, AND SPOUSES ANTONIO O. KOH AND ELISA T. KOH, Petitioners, v. OPTIMUM SECURITY SERVICES, INC., Respondent.",,February 03 2016,
127,"G.R. No. 199194, February 10, 2016 - REPUBLIC OF THE PHILIPPINES, Petitioner, v. JOSE B. SAREÑOGON, JR., Respondent.",,February 10 2016,
128,"A.C. No. 7618, February 02, 2016 - SPOUSES JONATHAN AND ESTER LOPEZ, Complainants, v. ATTY. SINAMAR E. LIMOS, Respondent.",,February 02 2016,
129,"G.R. No. 199371, February 03, 2016 - PETRON LPG DEALERS ASSOCIATION AND TOTAL GAZ LPG DEALERS ASSOCIATION, Petitioners, v. NENA C. ANG, ALISON C. SY, NELSON C. ANG, RENATO C. ANG, AND/OR OCCUPANTS OF NATIONAL PETROLEUM CORPORATION, Respondents.",,February 03 2016,
130,"G.R. No. 208451, February 03, 2016 - MANILA MEMORIAL PARK CEMETERY, INC., Petitioner, v. EZARD D. LLUZ, NORMAN CORRAL, ERWIN FUGABAN, VALDIMAR BALISI, EMILIO FABON, JOHN MARK APLICADOR, MICHAEL CURIOSO, JUNLIN ESPARES, GAVINO FARINAS, AND WARD TRADING AND SERVICES, Respondents.",,February 03 2016,
131,"G.R. No. 190846, February 03, 2016 - TOMAS P. TAN, JR., Petitioner, v. JOSE G. HOSANA, Respondent.",,February 03 2016,
132,"G.R. No. 204970, February 01, 2016 - SPOUSES CLAUDIO AND CARMENCITA TRAYVILLA, Petitioners, v. BERNARDO SEJAS AND JUVY PAGLINAWAN, REPRESENTED BY JESSIE PAGLINAWAN, Respondents.",,February 01 2016,
133,"G.R. No. 205764, February 03, 2016 - PEOPLE OF THE PHILIPPINES, Plaintiff-Appellee, v. LEE QUIJANO ENAD, Accused-Appellant.",,February 03 2016,
134,"G.R. No. 196651, February 03, 2016 - UWE MATHAEUS, Petitioner, v. SPOUSES ERIC AND GENEVIEVE MEDEQUISO, Respondents.",,February 03 2016,
135,"G.R. No. 207355, February 03, 2016 - JENNIFER A. AGUSTIN-SE AND ROHERMIA J. JAMSANI-RODRIGUEZ, Petitioners, v. OFFICE OF THE PRESIDENT, REPRESENTED BY EXECUTIVE SECRETARY PAQUITO N. OCHOA, JR., ORLANDO C. CASIMIRO, OVERALL DEPUTY OMBUDSMAN, OFFICE OF THE OMBUDSMAN, AND JOHN I.C. TURALBA, ACTING DEPUTY SPECIAL PROSECUTOR, OFFICE OF THE SPECIAL PROSECUTOR, Respondents.",,February 03 2016,
136,"G.R. No. 209212, February 10, 2016 - PEOPLE OF THE PHILIPPINES, Plintiff and Appellee, v. ROMEL SAPITULA Y PACULAN, Accused-Appellant.",,February 10 2016,
137,"G.R. No. 191185, February 01, 2016 - GUILBEMER FRANCO, Petitioner, v. PEOPLE OF THE PHILIPPINES, Respondent.",,February 01 2016,
138,"A.M. OCA IPI No. 09-3210-RTJ, February 03, 2016 - JUVY P. CIOCON-REER, ANGELINA P. CIOCON, MARIVIT P. CIOCON-HERNANDEZ, AND REMBERTO C. KARAAN, SR., Complainants, v. JUDGE ANTONIO C. LUBAO, REGIONAL TRIAL COURT, BRANCH 22, GENERAL SANTOS CITY, Respondent.",,February 03 2016,
139,"A.C. No. 7594, February 09, 2016 - ADELPHA E. MALABED, Complainant, v. ATTY. MELJOHN B. DE LA PEÑA, Respondent.",,February 09 2016,
140,"G.R. No. 207535, February 10, 2016 - PEOPLE OF THE PHILIPPINES, Plaintiff-Appellee, v. RICARDO LAGBO A.K.A RICARDO LABONG Y MENDOZA, Accused-Appellant.",,February 10 2016,
141,"G.R. No. 201073, February 10, 2016 - PHILIPPINE AIRLINES, INC. Petitioner, v. PAL EMPLOYEES SAVINGS & LOAN ASSOCIATION, INC., Respondent.",,February 10 2016,
142,"G.R. No. 180402, February 10, 2016 - COMMISSIONER OF INTERNAL REVENUE, Petitioner, v. PILIPINAS SHELL PETROLEUM CORPORATION, Respondent.",,February 10 2016,
143,"G.R. No. 208021, February 03, 2016 - OSCAR S. VILLARTA, Petitioner, v. GAUDIOSO TALAVERA, JR., Respondent.",,February 03 2016,
144,"G.R. No. 193748, February 03, 2016 - MERVIC REALTY, INC. AND VICCY REALTY, INC., Petitioners, v. CHINA BANKING CORPORATION, Respondent.",,February 03 2016,
145,"G.R. No. 181789, February 03, 2016 - GMA NETWORK, INC., Petitioner, v. NATIONAL TELECOMMUNICATIONS COMMISSION, CENTRAL CATV, INC., PHILIPPINE HOME CABLE HOLDINGS, INC., AND PILIPINO CABLE CORPORATION, Respondents.",,February 03 2016,
146,"G.R. No. 202978, February 01, 2016 - PEOPLE OF THE PHILIPPINES, Plaintiff-Appellee, v. VICTOR P. PADIT, Accused-Appellant.",,February 01 2016,
147,"A.C. No. 9807, February 02, 2016 - ERLINDA SISTUAL, FLORDELISA S. LEYSA, LEONISA S. ESPABO AND ARLAN C. SISTUAL, Complainants, v. ATTY. ELIORDO OGENA, Respondent.",,February 02 2016,
148,"G.R. No. 180642, February 03, 2016 - NUEVA ECIJA I ELECTRIC COOPERATIVE INCORPORATED (NEECO I), Petitioner, v. ENERGY REGULATORY COMMISSION, Respondent.",,February 03 2016,
149,"G.R. No. 194134, February 01, 2016 - JOSE ROMULO L. FRANCISCO, Petitioner, v. LOYOLA PLANS CONSOLIDATED INC., JESUSA CONCEPCION AND GERARDO B. MONZON, Respondents.",,February 01 2016,
150,"G.R. No. 187417, February 24, 2016 - CHRISTINE JOY CAPIN-CADIZ, Petitioner, v. BRENT HOSPITAL AND COLLEGES, INC., Respondent.",,February 24 2016,
151,"G.R. No. 170192, February 10, 2016 - PEOPLE OF THE PHILIPPINES, Plaintiffs-Appellees, v. MARISSA BAYKER, Accused-Appellant.",,February 10 2016,
152,"G.R. No. 202187, February 10, 2016 - PEOPLE OF THE PHILIPPINES, Appellee, v. ELISEO D. VILLAMOR, Appellant.",,February 10 2016,
153,"G.R. No. 210542, February 24, 2016 - ROSALINA CARODAN, Petitioner, v. CHINA BANKING CORPORATION, Respondent.",,February 24 2016,
154,"G.R. No. 215014, February 29, 2016 - REBECCA FULLIDO, Petitioner, v. GINO GRILLI, Respondent.",,February 29 2016,
155,"G.R. No. 215107, February 24, 2016 - REPUBLIC OF THE PHILIPPINES, REPRESENTED BY THE TOLL REGULATORY BOARD, Petitioner, v. C.C. UNSON COMPANY, INC., Respondent.",,February 24 2016,
156,"A.M. No. P-15-3300 (Formerly OCA I.P.I. No.12-4011-P), February 10, 2016 - JOSEPHINE E. LAM, Complainant, v. NILA M. GARCIA, JUNIOR PROCESS SERVER, MUNICIPAL TRIAL COURT, SIATON, NEGROS ORIENTAL, Respondent.",,February 10 2016,
157,"A.M. No. P-16-3423 [Formerly A.M. No. 13-9-89-MTCC], February 16, 2016 - RE: CIVIL SERVICE EXAMINATION IRREGULARITY (IMPERSONATION) OF MS. ELENA T. VALDEROSO, CASH CLERK II, OFFICE OF THE CLERK OF COURT, MUNICIPAL TRIAL COURT IN CITIES, ANTIPOLO CITY.",,February 16 2016,
158,"G.R. No. 210233, February 15, 2016 - REPUBLIC OF THE PHILIPPINES, Petitioner, v. THE COURT OF APPEALS, SPOUSES RODOLFO SY AND BELEN SY, LOLITA SY, AND SPOUSES TEODORICO AND LEAH ADARNA, Respondents.",,February 15 2016,
159,"G.R. No. 206256, February 24, 2016 - ALBERT C. AUSTRIA, Petitioner, v. CRYSTAL SHIPPING, INC., AND/OR LARVIK SHIPPING A/S, AND EMILY MYLA A. CRISOSTOMO, Respondents.",,February 24 2016,
160,"G.R. No. 202695, February 29, 2016 - COMMISSIONER OF INTERNAL REVENUE, Petitioner, v. GJM PHILIPPINES MANUFACTURING, INC., Respondent.",,February 29 2016,
161,"A.C. No. 5325, February 09, 2016 - NEMESIO FLORAN AND CARIDAD FLORAN, Complainants, v. ATTY. ROY PRULE EDIZA, Respondent.",,February 09 2016,
162,"G.R. No. 201927, February 17, 2016 - VICENTE D. CABANTING AND LALAINE V. CABANTING, Petitioners, v. BPI FAMILY SAVINGS BANK, INC., Respondent.",,February 17 2016,
163,"G.R. No. 184332, February 17, 2016 - ANNA TENG, Petitioner, v. SECURITIES AND EXCHANGE COMMISSION (SEC) AND TING PING LAY, Respondents.",,February 17 2016,
164,"G.R. No. 198434, February 29, 2016 - HEIRS OF LEANDRO NATIVIDAD AND JULIANA V. NATIVIDAD, Petitioners, v. JUANA MAURICIO-NATIVIDAD, AND SPOUSES JEAN NATIVIDAD CRUZ AND JERRY CRUZ, Respondents.",,February 29 2016,
165,"G.R. No. 182629, February 24, 2016 - MERCEDES N. ABELLA, MA. THERESA A. BALLESTEROS AND MARIANITO N. ABELLA, Petitioners, v. HEIRS OF FRANCISCA C. SAN JUAN namely: GLICERIA SAN JUAN CAPISTRANO, BENIGNA SAN JUAN VASQUEZ, EVARISTO SAN JUAN, NIEVES SAN JUAN LUSTRE AND MATILDE SAN JUAN QUILONIO, Respondents.",,February 24 2016,
166,"G.R. No. 207389, February 17, 2016 - PEOPLE OF THE PHILIPPINES, Plaintiff-Appellee, v. FEDERICO DE LA CRUZ Y SANTOS, Accused-Appellant.",,February 17 2016,
167,"G.R. No. 216566, February 17, 2016 - MAGELLAN AEROSPACE CORPORATION, Petitioner, v. PHILIPPINE AIR FORCE, Respondent.",,February 17 2016,
168,"G.R. No. 207389, February 17, 2016 - PEOPLE OF THE PHILIPPINES, Plaintiff-Appellee, v. FEDERICO DE LA CRUZ Y SANTOS, Accused-Appellant.",,February 17 2016,
169,"G.R. No. 216566, February 17, 2016 - MAGELLAN AEROSPACE CORPORATION, Petitioner, v. PHILIPPINE AIR FORCE, Respondent.",,February 17 2016,
170,"G.R. No. 175760, February 17, 2016 - REPUBLIC OF THE PHILIPPINES, Petitioner, v. SOGOD DEVELOPMENT CORPORATION, Respondent.",,February 17 2016,
171,"G.R. No. 199537, February 10, 2016 - REPUBLIC OF THE PHILIPPINES, Petitioner, v. ANDREA TAN, Respondent.",,February 10 2016,
172,"G.R. No. 179287, February 01, 2016 - PCI JIMMY M. FORTALEZA AND SPO2 FREDDIE A. NATIVIDAD, Petitioners, v. HON. RAUL M. GONZALEZ IN HIS CAPACITY AS THE SECRETARY OF JUSTICE AND ELIZABETH N. OROLA VDA. DE SALABAS, Respondents.; G.R. NO. 182090 - ELIZABETH N. OROLA VDA. DE SALABAS, Petitioner, v. HON. EDUARDO R. ERMITA, HON. MANUEL B. GAITE, P/INSP. CLARENCE DONGAIL, P/INSP. JONATHAN LORILLA,1 PO3 ALLEN WINSTON HULLEZA AND PO2 BERNARDO CIMATU, Respondent.",,February 01 2016,
173,"G.R. No. 206758, February 17, 2016 - MARICEL S. NONAY, Petitioner, v. BAHIA SHIPPING SERVICES, INC., FRED OLSEN LINES AND CYNTHIA MENDOZA, Respondents.",,February 17 2016,
174,"G.R. No. 195026, February 22, 2016 - CENTRAL MINDANAO UNIVERSITY, REPRESENTED BY ITS PRESIDENT, DR. MARIA LUISA R. SOLIVEN, Petitioner, v. REPUBLIC OF THE PHILIPPINES, REPRESENTED BY THE DEPARTMENT OF ENVIRONMENT AND NATURAL RESOURCES, Respondent.",,February 22 2016,
175,"G.R. No. 174462, February 10, 2016 - PHILIPPINE OVERSEAS TELECOMMUNICATIONS CORPORATION (POTC), PHILIPPINE COMMUNICATIONS SATELLITE CORPORATION (PHILCOMSAT), Petitioners, v. SANDIGANBAYAN (3rd DIVISION), REPUBLIC OF THE PHILIPPINES REPRESENTED BY PRESIDENTIAL COMMISSION ON GOOD GOVERNMENT (PCGG), Respondents.",,February 10 2016,
176,"G.R. No. 199683, February 10, 2016 - ARLENE T. SAMONTE, VLADIMIR P. SAMONTE, MA. AUREA S. ELEPANO, Petitioners, v. LA SALLE GREENHILLS, INC., BRO. BERNARD S. OCA, Respondents.",,February 10 2016,
177,"G.R. No. 183486, February 24, 2016 - THE HONGKONG & SHANGHAI BANKING CORPORATION, LIMITED, Petitioner, v. NATIONAL STEEL CORPORATION AND CITYTRUST BANKING CORPORATION (NOW BANK OF THE PHILIPPINE ISLANDS), Respondents.",,February 24 2016,
178,"G.R. No. 194960, February 03, 2016 - PRO BUILDERS, INC., Petitioner, v. TG UNIVERSAL BUSINESS VENTURES, INC., Respondent.",,February 03 2016,
179,"G.R. No. 203678, February 17, 2016 - CONCORDE CONDOMINIUM, INC., BY ITSELF AND COMPRISING THE UNIT OWNERS OF CONCORDE CONDOMINIUM BUILDING, Petitioner, v. AUGUSTO H. BACULIO; NEW PPI CORPORATION; ASIAN SECURITY AND INVESTIGATION AGENCY AND ITS SECURITY GUARDS; ENGR. NELSON B. MORALES, IN HIS CAPACITY AS BUILDING OFFICIAL OF THE MAKATI CITY ENGINEERING DEPARTMENT; SUPT. RICARDO C. PERDIGON, IN HIS CAPACITY AS CITY FIRE MARSHAL OF THE MAKATI CITY FIRE STATION; F/C SUPT. SANTIAGO E. LAGUNA, IN HIS CAPACITY AS REGIONAL DIRECTOR OF THE BUREAU OF FIRE PROTECTION-NCR, AND ANY AND ALL PERSONS ACTING WITH OR UNDER THEM, Respondents.",,February 17 2016,
180,"G.R. No. 174481, February 10, 2016 - THE PEOPLE OF THE PHILIPPINES, Plaintiff-Appellee, v. CRISTY DIMAANO Y TIPDAS, Accused-Appellant.",,February 10 2016,
181,"G.R. No. 218867, February 17, 2016 - SPOUSES EDMOND LEE AND HELEN HUANG, Petitioners, v. LAND BANK OF THE PHILIPPINES, Respondent.",,February 17 2016,
182,"G.R. No. 190534, February 10, 2016 - C.F. SHARP CREW MANAGEMENT, INC., RONALD AUSTRIA, AND ABU DHABI NATIONAL TANKER CO., Petitioners, v. LEGAL HEIRS OF THE LATE GODOFREDO REPISO, REPRESENTED BY HIS WIFE LUZVIMINDA REPISO, Respondents.",,February 10 2016,
183,"A.C. No. 10945 (Formerly CBD 09-2507), February 23, 2016 - ANGELITO RAMISCAL AND MERCEDES ORZAME, Complainants, v. ATTY. EDGAR S. ORRO, Respondent.",,February 23 2016,
184,"G.R. No. 208406, February 29, 2016 - PEOPLE OF THE PHILIPPINES, Appellee, v. ALLAN RODRIGUEZ Y GRAJO, Appellant.",,February 29 2016,
185,"G.R. No. 177382, February 17, 2016 - VIVA SHIPPING LINES, INC., Petitioner, v. KEPPEL PHILIPPINES MINING, INC., METROPOLITAN BANK & TRUST COMPANY, PILIPINAS SHELL PETROLEUM CORPORATION, CITY OF BATANGAS, CITY OF LUCENA, PROVINCE OF QUEZON, ALEJANDRO OLIT, NIDA MONTILLA, PIO HERNANDEZ, EUGENIO BACULO, AND HARLAN BACALTOS, Respondents.",,February 17 2016,
186,"G.R. No. 203322, February 24, 2016 - PEOPLE OF THE PHILIPPINES, Appellee, v. REMAN SARIEGO, Appellant.",,February 24 2016,
187,"G.R. No. 186102, February 24, 2016 - NATIONAL TRANSMISSION CORPORATION, Petitioner, v. HEIRS OF TEODULO EBESA, NAMELY: PORFERIA L. EBESA, EFREN EBESA, DANTE EBESA AND CYNTHIA EBESA, AND ATTY. FORTUNATO VELOSO, Respondents.",,February 24 2016,
188,"G.R. No. 192233, February 17, 2016 - PEOPLE OF THE PHILIPPINES, Plaintiff and Appellee, v. SPO1 CATALINO GONZALES, JR., Accused-Appellant.",,February 17 2016,
189,"A.M. No. P-15-3393 [Formerly OCA IPI No. 13-4055-P], February 23, 2016 - SEGUNDINA P. NOCES-DE LEON AND LEONOR P. ALAVE, Petitioners, v. TERENCIO G. FLORENDO, SHERIFF IV, BRANCH 21, REGIONAL TRIAL COURT, VIGAN CITY, ILOCOS SUR, Respondent.",,February 23 2016,
190,"IPI No. 15-35-SB-J, February 23, 2016 - RE: VERIFIED COMPLAINT DATED JULY 13, 2015 OF ALFONSO V. UMALI, JR., Complainant, v. HON. JOSE R. HERNANDEZ, ASSOCIATE JUSTICE, SANDIGANBAYAN, Respondent.",,February 23 2016,
191,"A.M. No. P-15-3361 [Formerly OCA IPI No. 10-3381-P], February 23, 2016 - ATTY. JOHN V. AQUINO, Petitioner, v. ELENA S. ALCASID, CLERK III, REGIONAL TRIAL COURT, OFFICE OF THE CLERK OF COURT, OLONGAPO CITY, Respondent.",,February 23 2016,
192,"G.R. No. 185603, February 10, 2016 - REPUBLIC OF THE PHILIPPINES, Petitioner, v. LOCAL SUPERIOR OF THE INSTITUTE OF THE SISTERS OF THE SACRED HEART OF JESUS OF RAGUSA, Respondent.",,February 10 2016,
193,"G.R. No. 208404, February 24, 2016 - PEOPLE OF THE PHILIPPINES, Plaintiff-Appellee, v. VICENTE LUGNASIN AND DEVINCIO GUERRERO, Accused-Appellants.",,February 24 2016,
194,"G.R. No. 183529, February 24, 2016 - OFELIA C. CAUNAN, Petitioner, v. PEOPLE OF THE PHILIPPINES AND THE SANDIGANBAYAN, Respondents.",,February 24 2016,
195,"G.R. No. 207816, February 24, 2016 - PEOPLE OF THE PHILIPPINES, Plaintiff-Appellee, v. RAUL YAMON TUANDO, Accused-Appellant.",,February 24 2016,
196,"G.R. No. 171041, February 10, 2016 - REPUBLIC OF THE PHILIPPINES, Petitioner, v. MOLDEX REALTY, INC., Respondent.",,February 10 2016,
197,"G.R. No. 188720, February 23, 2016 - QUEZON CITY PTCA FEDERATION, INC., Petitioner, v. DEPARTMENT OF EDUCATION, REPRESENTED BY SECRETARY JESLI A. LAPUS, Respondent.",,February 23 2016,
198,"A.C. No. 8037, February 17, 2016 - RE: DECISION DATED AUGUST 19, 2008, 3RD DIVISION, COURT OF APPEALS IN CA-G.R. SP NO. 79904 [HON. DIONISIO DONATO T. GARCIANO, ET AL. V. HON. PATERNO G. TIAMSON, ETC., ET AL.], Petitioner, v. ATTY. JOSE DE G. FERRER, Respondent.",,February 17 2016,
199,"G.R. No. 220481, February 17, 2016 - VICTOR S. LIMLINGAN AND EMMANUEL A. LEYCO, Petitioners, v. ASIAN INSTITUTE OF MANAGEMENT, INC., Respondent.; G.R. No. 220503 - ASIAN INSTITUTE OF MANAGEMENT, INC., Petitioner, v. VICTOR S. LIMLINGAN AND EMMANUEL A. LEYCO, Respondents.",,February 17 2016,
200,"G.R. No. 208976, February 22, 2016 - THE HONORABLE OFFICE OF THE OMBUDSMAN, Petitioner, v. LEOVIGILDO DELOS REYES, JR., Respondent.",,February 22 2016,
201,"A.C. No. 10605, February 17, 2016 - BIENVENIDO T. CANLAPAN, Complainant, v. ATTY. WILLIAM B. BALAYO, Respondent.",,February 17 2016,
202,"G.R. No. 209180, February 24, 2016 - REPUBLIC OF THE PHILIPPINES, Petitioner, v. REGHIS M. ROMERO II AND OLIVIA LAGMAN ROMERO, Respondents.; G.R. NO. 209253 - OLIVIA LAGMAN ROMERO, Petitioner, v. REGHIS M. ROMERO II, Respondent.",,February 24 2016,
203,"G.R. No. 208948, February 24, 2016 - JOSE B. LURIZ, Petitioner, v. REPUBLIC OF THE PHILIPPINES, Respondents.",,February 24 2016,
204,"G.R. No. 173921, February 24, 2016 - PHILIPPINE AIRLINES, INC., Petitioner, v. ISAGANI DAWAL, LORNA CONCEPCION, AND BONIFACIO SINOBAGO, Respondents.; G.R. No. 173952 - ISAGANI DAWAL, LORNA CONCEPCION, AND BONIFACIO SINOBAGO, Petitioners, v. NATIONAL LABOR RELATIONS COMMISSION, PHILIPPINE AIRLINES, INC., AVELINO L. ZAPANTA, AND CESAR B. LAMBERTE, Respondents.",,February 24 2016,
205,"A.M. No. P-16-3419 [Formerly OCAIPI No. 11-3648-P], February 23, 2016 - AUGUSTO V. SANTOS, Complainant, v. SHERIFF IV ANTONIO V. LEAÑO, JR., SHERIFF III BENJIE E. LACSINA, SHERIFF III ALVIN S. PINEDA, Respondent.",,February 23 2016,
206,"G.R. No. 184288, February 16, 2016 - ERIC N. ESTRELLADO AND JOSSIE M. BORJA, Petitioners, v. KARINA CONSTANTINO DAVID, THE CIVIL SERVICE COMMISSION, HIPOLITO R. GABORNI AND ROBERTO S. SE, Respondents.",,February 16 2016,
207,"G.R. No. 175210, February 01, 2016 - MARIO JOSE E. SERENO, EXECUTIVE DIRECTOR OF THE ASSOCIATION OF PETROCHEMICAL MANUFACTURERS OF THE PHILIPPINES, INC. (APMP), Petitioner, v. COMMITTEE ON TRADE AND RELATED MATTERS (CTRM) OF THE NATIONAL ECONOMIC AND DEVELOPMENT AUTHORITY (NEDA), COMPOSED OF THE DIRECTOR-GENERAL OF THE NEDA SECRETARIAT, THE EXECUTIVE SECRETARY, THE SECRETARIES OF TRADE AND INDUSTRY, FINANCE, FOREIGN AFFAIRS, AGRICULTURE, ENVIRONMENT AND NATURAL RESOURCES, BUDGET AND MANAGEMENT, TRANSPORTATION AND COMMUNICATION, LABOR AND EMPLOYMENT, AGRARIAN REFORM, THE GOVERNOR OF THE BANGKO SENTRAL NG PILIPINAS AND THE CHAIRMAN OF THE TARIFF COMMISSION, AND BRENDA R. MENDOZA IN HER CAPACITY AS DIRECTOR OF THE TRADE, INDUSTRY & UTILITIES STAFF, Respondents.",,February 01 2016,
208,"G.R. No. 170631, February 10, 2016 - CARAVAN TRAVEL AND TOURS INTERNATIONAL, INC., Petitioner, v. ERMILINDA R. ABEJAR, Respondent.",,February 10 2016,
209,"A.C. No. 8667, February 03, 2016 - INOCENCIO I. BALISTOY, Petitioner, v. ATTY. FLORENCIO A. BRON, Respondent.",,February 03 2016,
210,"IPI No. 14-222-CA-J, February 23, 2016 - RE: COMPLAINT OF ATTY. MARIANO R. PEFIANCO AGAINST JUSTICES MARIA ELISA SEMPIO DIY, RAMON PAUL L. HERNANDO, AND CARMELITA SALANDANAN-MANAHAN, OF THE COURT OF APPEALS CEBU.",,February 23 2016,
211,"G.R. No. 193176, February 24, 2016 - PRESIDENTIAL COMMISSION ON GOOD GOVERNMENT, Petitioner, v. OFFICE OF THE OMBUDSMAN, RENATO D. TAYAG, ISMAEL M. REINOSO, GENEROSO TANSECO, MANUEL MORALES, RUBEN B. ANCHETA, GERONIMO Z. VELASCO, TROADIO T. QUIAZON, JR., FERNANDO MARAMAG, EDGARDO TORDESILLAS, ARTURO R. TANCO, JR., GERARDO SICAT, PANFILO O. DOMINGO, POTENCIANO ILUSORIO, MANUEL B. SYQUIO, RAFAEL M. ATAYDE, HONORIO POBLADOR, JR., GEORGE T. SCHOLEY,1 TIRSO ANTIPORDA, JR., CARLOS L. INDUCTIVO, AND TEODORO VALENCIA, Respondents.",,February 24 2016,
212,"G.R. No. 198967, March 07, 2016 - JOSE EMMANUEL P. GUILLERMO, Petitioner, v. CRISANTO P. USON, Respondent.",,March 07 2016,
213,"G.R. No. 208071, March 09, 2016 - PEOPLE OF THE PHILIPPINES, Plaintiff-Appellee, v. EDGARDO PEREZ Y ALAVADO, Accused-Appellant.",,March 09 2016,
214,"G.R. No. 222731, March 08, 2016 - BAGUMBAYAN-VNP MOVEMENT, INC., AND RICHARD J. GORDON, AS CHAIRMAN OF BAGUMBAYAN-VNP MOVEMENT, INC., Petitioners, v. COMMISSION ON ELECTIONS, Respondent.",,March 08 2016,
215,"G.R. No. 203005, March 14, 2016 - TABUK MULTI-PURPOSE COOPERATIVE, INC. (TAMPCO), JOSEPHINE DOCTOR, AND WILLIAM BAO-ANGAN, Petitioners, v. MAGDALENA DUCLAN, Respondent.",,March 14 2016,
216,"G.R. No. 182737, March 02, 2016 - SILICON PHILIPPINES, INC. (FORMERLY INTEL PHILIPPINES MANUFACTURING, INC.), Petitioner, v. COMMISSIONER OF INTERNAL REVENUE, Respondent.",,March 02 2016,
217,"G.R. No. 216021, March 02, 2016 - SOLOMON VERDADERO Y GALERA, Petitioner, v. PEOPLE OF THE PHILIPPINES, Respondent.",,March 02 2016,
218,"G.R. No. 205206, March 16, 2016 - BANK OF THE PHILIPPINE ISLANDS AND FGU INSURANCE CORPORATION (PRESENTLY KNOWN AS BPI/MS INSURANCE CORPORATION), Petitioners, v. YOLANDA LAINGO, Respondent.",,March 16 2016,
219,"G.R. No. 184251, March 09, 2016 - ESTATE OF DR. JUVENCIO P. ORTAÑEZ, REPRESENTED BY DIVINA ORTAÑEZ-ENDERES, LIGAYA NOVICIO, AND CESAR ORTAÑEZ, Petitioners, v. JOSE C. LEE, BENJAMIN C. LEE, CARMENCITA TAN, ANGEL ONG, MA. PAZ CASAL-LEE, JOHN OLIVER PASCUAL, CONRADO CRUZ, JR., BRENDA ORTAÑEZ, AND JULIE ANN PARADO AND JOHN DOES, Respondents.",,March 09 2016,
